models,model_rounds,validation_accuracy,validation_lower_bound,validation_upper_bound,validation_total,validation_correct,test_accuracy,test_lower_bound,test_upper_bound,test_total,test_correct,validation_TP,test_TP,validation_FP,test_FP,validation_TN,test_TN,validation_FN,test_FN
"sgc_coral-anthropic10,sgc_coral-geminipro10,sgc_coral-openaio1","4,1,2",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,20,30,3,4,39,21,42,58
"sgc_coral-geminipro10,sgc_coral-gemma,sgc_coral-openai10o1","1,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,34,42,17,13,25,12,28,46
"sgc_coral-gemini,sgc_coral-openai10o1,sgc_coral-openailong","1,1,3",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,36,39,19,10,23,15,26,49
"sgc_coral-anthropic10,sgc_coral-geminipro10,sgc_coral-openai45","4,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,28,39,11,12,31,13,34,49
"sgc_coral-gemini,sgc_coral-openai10,sgc_coral-openai4510","1,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,39,40,22,10,20,15,23,48
"sgc_coral-gemini,sgc_coral-openai10,sgc_coral-openai10o1","1,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,38,40,21,11,21,14,24,48
"sgc_coral-anthropic37,sgc_coral-gemini10,sgc_coral-geminipro10","7,4,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.3893805309734513,0.29906724963482817,0.48564160577774956,113,44,20,21,3,2,39,23,42,67
"sgc_coral-anthropic,sgc_coral-anthropic3710,sgc_coral-openai","1,3,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,36,41,19,10,23,15,26,47
"sgc_coral-anthropic37,sgc_coral-openai45,sgc_coral-openai4510","7,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,27,41,10,9,32,16,35,47
"sgc_coral-anthropic10,sgc_coral-geminipro10,sgc_coral-openai","4,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4336283185840708,0.3406876281679922,0.5301344235099705,113,49,29,32,12,8,30,17,33,56
"sgc_coral-anthropic37,sgc_coral-gemini25,sgc_coral-openai45","7,2,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4336283185840708,0.3406876281679922,0.5301344235099705,113,49,21,27,4,3,38,22,41,61
"sgc_coral-anthropic10,sgc_coral-geminipro10,sgc_coral-gemma","4,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,29,40,12,10,30,15,33,48
"sgc_coral-gemini,sgc_coral-gemini25,sgc_coral-openai45","1,2,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,30,37,13,9,29,16,32,51
"sgc_coral-gemini,sgc_coral-gemini25,sgc_coral-openai10","1,2,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,33,27,16,5,26,20,29,61
"sgc_coral-gemini,sgc_coral-gemini10,sgc_coral-openailong","1,4,3",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,27,32,10,5,32,20,35,56
"sgc_coral-anthropic,sgc_coral-anthropic37,sgc_coral-gemini10","1,7,4",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.40707964601769914,0.3156259583771482,0.5035273529945195,113,46,22,23,5,2,37,23,40,65
"sgc_coral-geminipro,sgc_coral-openailong,sgc_coral-openaio1","1,3,2",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,29,41,12,7,30,18,33,47
"sgc_coral-gemini10,sgc_coral-geminipro10,sgc_coral-openai","4,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.35398230088495575,0.26632066883004546,0.44950378631102667,113,40,27,22,10,7,32,18,35,66
"sgc_coral-gemini10,sgc_coral-gemini2510,sgc_coral-openai10o1","4,2,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,30,35,13,9,29,16,32,53
"sgc_coral-gemini10,sgc_coral-geminipro10,sgc_coral-gemma","4,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.39823008849557523,0.30733148555269946,0.4945994395519369,113,45,28,30,11,10,31,15,34,58
"sgc_coral-gemini25,sgc_coral-openai10,sgc_coral-openai4510","2,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,29,31,12,6,30,19,33,57
"sgc_coral-gemini25,sgc_coral-gemma,sgc_coral-openai10","2,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,31,35,14,8,28,17,31,53
"sgc_coral-anthropic,sgc_coral-gemini2510,sgc_coral-openaio1","1,2,2",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,35,49,18,7,24,18,27,39
"sgc_coral-gemini2510,sgc_coral-geminipro,sgc_coral-gemma","2,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.6283185840707964,0.5323652037350549,0.717368992019971,113,71,41,59,24,13,18,12,21,29
"sgc_coral-anthropic10,sgc_coral-openai,sgc_coral-openaio1","4,1,2",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,23,37,6,4,36,21,39,51
"sgc_coral-anthropic10,sgc_coral-gemini25,sgc_coral-geminipro10","4,2,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.37168141592920356,0.28263100798002905,0.4676347962649451,113,42,20,21,3,4,39,21,42,67
"sgc_coral-gemini25,sgc_coral-geminipro,sgc_coral-geminipro10","2,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.3893805309734513,0.29906724963482817,0.48564160577774956,113,44,28,28,11,9,31,16,34,60
"sgc_coral-anthropic37,sgc_coral-geminipro10,sgc_coral-gemma","7,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,28,34,11,8,31,17,34,54
"sgc_coral-anthropic37,sgc_coral-geminipro,sgc_coral-openai4510","7,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,26,32,9,7,33,18,36,56
"sgc_coral-anthropic37,sgc_coral-geminipro,sgc_coral-openai10o1","7,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,32,37,15,5,27,20,30,51
"sgc_coral-anthropic,sgc_coral-geminipro10,sgc_coral-openaio1","1,1,2",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,29,39,12,7,30,18,33,49
"sgc_coral-gemini10,sgc_coral-openai10,sgc_coral-openai4510","4,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,27,34,10,8,32,17,35,54
"sgc_coral-gemini2510,sgc_coral-gemma,sgc_coral-openai4510","2,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,35,54,18,12,24,13,27,34
"sgc_coral-gemini2510,sgc_coral-openai,sgc_coral-openai10o1","2,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,38,47,21,11,21,14,24,41
"sgc_coral-gemini10,sgc_coral-gemma,sgc_coral-openai10","4,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,30,39,13,9,29,16,32,49
"sgc_coral-anthropic37,sgc_coral-openai10o1,sgc_coral-openai45","7,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,29,38,12,8,30,17,33,50
"sgc_coral-anthropic,sgc_coral-openailong,sgc_coral-openaio1","1,3,2",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,30,37,13,5,29,20,32,51
"sgc_coral-openai10,sgc_coral-openai10o1,sgc_coral-openai4510","1,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,36,43,19,13,23,12,26,45
"sgc_coral-gemini,sgc_coral-openai10,sgc_coral-openai45","1,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,40,47,23,13,19,12,22,41
"sgc_coral-anthropic10,sgc_coral-gemini,sgc_coral-openai4510","4,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,29,42,12,7,30,18,33,46
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-openailong","4,4,3",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,24,29,7,7,35,18,38,59
"sgc_coral-anthropic3710,sgc_coral-gemini25,sgc_coral-openai10o1","3,2,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,26,29,9,6,33,19,36,59
"sgc_coral-anthropic10,sgc_coral-gemini25,sgc_coral-openai45","4,2,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,22,29,5,4,37,21,40,59
"sgc_coral-anthropic10,sgc_coral-gemini,sgc_coral-geminipro10","4,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,28,36,11,9,31,16,34,52
"sgc_coral-anthropic37,sgc_coral-gemini10,sgc_coral-openai10","7,4,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.34513274336283184,0.2582139731102288,0.44039054896588103,113,39,22,17,5,3,37,22,40,71
"sgc_coral-anthropic3710,sgc_coral-gemma,sgc_coral-openai45","3,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,37,52,20,13,22,12,25,36
"sgc_coral-anthropic3710,sgc_coral-openai,sgc_coral-openai10o1","3,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,36,41,19,11,23,14,26,47
"sgc_coral-anthropic3710,sgc_coral-gemini10,sgc_coral-openai10o1","3,4,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4336283185840708,0.3406876281679922,0.5301344235099705,113,49,25,32,8,8,34,17,37,56
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-gemma","4,4,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.3893805309734513,0.29906724963482817,0.48564160577774956,113,44,21,25,4,6,38,19,41,63
"sgc_coral-anthropic3710,sgc_coral-openai,sgc_coral-openai45","3,1,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,37,50,20,11,22,14,25,38
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-openai10o1","4,4,1",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.3893805309734513,0.29906724963482817,0.48564160577774956,113,44,22,23,5,4,37,21,40,65
"sgc_coral-anthropic3710,sgc_coral-gemini10,sgc_coral-openaio1","3,4,2",0.5673076923076923,0.46653366165172977,0.6641481278822257,104,59,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,23,33,6,4,36,21,39,55
"sgc_coral-gemini10,sgc_coral-gemini25,sgc_coral-openai4510","4,2,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.34513274336283184,0.2582139731102288,0.44039054896588103,113,39,20,19,4,5,38,20,42,69
"sgc_coral-geminipro,sgc_coral-openai45,sgc_coral-openailong","1,1,3",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,38,48,22,9,20,16,24,40
"sgc_coral-gemini10,sgc_coral-gemini25,sgc_coral-gemini2510","4,2,2",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.3893805309734513,0.29906724963482817,0.48564160577774956,113,44,23,24,7,5,35,20,39,64
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-openai45","4,4,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,20,28,4,5,38,20,42,60
"sgc_coral-geminipro,sgc_coral-openai10,sgc_coral-openai45","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,37,48,21,12,21,13,25,40
"sgc_coral-openai10,sgc_coral-openai45,sgc_coral-openai4510","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,37,49,21,13,21,12,25,39
"sgc_coral-gemini,sgc_coral-openai10o1,sgc_coral-openaio1","1,1,2",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,30,41,14,8,28,17,32,47
"sgc_coral-anthropic,sgc_coral-gemma,sgc_coral-openaio1","1,1,2",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,32,47,16,10,26,15,30,41
"sgc_coral-anthropic10,sgc_coral-gemini,sgc_coral-gemini10","4,1,4",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.40707964601769914,0.3156259583771482,0.5035273529945195,113,46,21,26,5,5,37,20,41,62
"sgc_coral-anthropic3710,sgc_coral-gemini25,sgc_coral-openai","3,2,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,27,33,11,5,31,20,35,55
"sgc_coral-gemini25,sgc_coral-openai,sgc_coral-openailong","2,1,3",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,25,27,9,4,33,21,37,61
"sgc_coral-gemini,sgc_coral-openai,sgc_coral-openailong","1,1,3",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5752212389380531,0.4787054077974483,0.6676956871258655,113,65,34,46,18,6,24,19,28,42
"sgc_coral-gemini,sgc_coral-openai,sgc_coral-openai10","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,38,41,22,9,20,16,24,47
"sgc_coral-gemini,sgc_coral-gemma,sgc_coral-openai45","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,36,54,20,12,22,13,26,34
"sgc_coral-anthropic3710,sgc_coral-gemini25,sgc_coral-gemma","3,2,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,26,36,10,8,32,17,36,52
"sgc_coral-gemini10,sgc_coral-gemini2510,sgc_coral-openai","4,2,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,28,40,12,8,30,17,34,48
"sgc_coral-anthropic37,sgc_coral-gemini,sgc_coral-gemma","7,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,28,36,12,7,30,18,34,52
"sgc_coral-gemini10,sgc_coral-gemini2510,sgc_coral-openai4510","4,2,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,30,38,14,7,28,18,32,50
"sgc_coral-anthropic10,sgc_coral-gemini,sgc_coral-openai45","4,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,29,46,13,10,29,15,33,42
"sgc_coral-anthropic37,sgc_coral-geminipro10,sgc_coral-openai10o1","7,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.3805309734513274,0.2908336209275553,0.4766535155216661,113,43,26,24,10,6,32,19,36,64
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-openai10","4,4,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.3805309734513274,0.2908336209275553,0.4766535155216661,113,43,23,23,7,5,35,20,39,65
"sgc_coral-gemini25,sgc_coral-gemini2510,sgc_coral-openai4510","2,2,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,29,37,13,7,29,18,33,51
"sgc_coral-anthropic37,sgc_coral-openai,sgc_coral-openai45","7,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,33,41,17,6,25,19,29,47
"sgc_coral-gemini25,sgc_coral-geminipro10,sgc_coral-gemma","2,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.39823008849557523,0.30733148555269946,0.4945994395519369,113,45,27,28,11,8,31,17,35,60
"sgc_coral-anthropic37,sgc_coral-openai,sgc_coral-openai4510","7,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,26,36,10,6,32,19,36,52
"sgc_coral-anthropic,sgc_coral-geminipro10,sgc_coral-openai10o1","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,36,42,20,13,22,12,26,46
"sgc_coral-anthropic37,sgc_coral-geminipro,sgc_coral-openaio1","7,1,2",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,23,36,7,4,35,21,39,52
"sgc_coral-anthropic10,sgc_coral-openai,sgc_coral-openai10o1","4,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,28,36,12,9,30,16,34,52
"sgc_coral-anthropic37,sgc_coral-geminipro,sgc_coral-gemma","7,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,32,36,16,6,26,19,30,52
"sgc_coral-geminipro,sgc_coral-openai,sgc_coral-openai10","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,37,44,21,8,21,17,25,44
"sgc_coral-anthropic37,sgc_coral-gemini,sgc_coral-gemini10","7,1,4",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.39823008849557523,0.30733148555269946,0.4945994395519369,113,45,21,25,5,5,37,20,41,63
"sgc_coral-gemini25,sgc_coral-geminipro10,sgc_coral-openai10o1","2,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.34513274336283184,0.2582139731102288,0.44039054896588103,113,39,27,20,11,6,31,19,35,68
"sgc_coral-anthropic,sgc_coral-gemini10,sgc_coral-geminipro10","1,4,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,26,29,10,7,32,18,36,59
"sgc_coral-gemini10,sgc_coral-geminipro10,sgc_coral-openai4510","4,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.3893805309734513,0.29906724963482817,0.48564160577774956,113,44,24,28,8,9,34,16,38,60
"sgc_coral-gemini10,sgc_coral-geminipro10,sgc_coral-openai45","4,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,26,34,10,11,32,14,36,54
"sgc_coral-gemini2510,sgc_coral-openai10o1,sgc_coral-openaio1","2,1,2",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5752212389380531,0.4787054077974483,0.6676956871258655,113,65,32,50,16,10,26,15,30,38
"sgc_coral-gemini2510,sgc_coral-openai4510,sgc_coral-openaio1","2,1,2",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.6548672566371682,0.559609451034119,0.7417860268897711,113,74,30,56,14,7,28,18,32,32
"sgc_coral-anthropic3710,sgc_coral-openai,sgc_coral-openaio1","3,1,2",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5752212389380531,0.4787054077974483,0.6676956871258655,113,65,29,44,13,4,29,21,33,44
"sgc_coral-geminipro,sgc_coral-gemma,sgc_coral-openai10","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,38,48,22,11,20,14,24,40
"sgc_coral-geminipro10,sgc_coral-openai10,sgc_coral-openai4510","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,34,43,18,10,24,15,28,45
"sgc_coral-geminipro10,sgc_coral-gemma,sgc_coral-openai","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,35,46,19,13,23,12,27,42
"sgc_coral-gemini2510,sgc_coral-geminipro,sgc_coral-openai","2,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,40,47,24,11,18,14,22,41
"sgc_coral-openai,sgc_coral-openai10o1,sgc_coral-openailong","1,1,3",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,32,37,16,9,26,16,30,51
"sgc_coral-anthropic3710,sgc_coral-gemini10,sgc_coral-gemma","3,4,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,26,38,10,9,32,16,36,50
"sgc_coral-gemini,sgc_coral-geminipro10,sgc_coral-openai45","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,35,47,19,11,23,14,27,41
"sgc_coral-anthropic3710,sgc_coral-gemini10,sgc_coral-gemini25","3,4,2",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.37168141592920356,0.28263100798002905,0.4676347962649451,113,42,21,22,5,5,37,20,41,66
"sgc_coral-anthropic,sgc_coral-anthropic37,sgc_coral-geminipro","1,7,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,32,37,16,7,26,18,30,51
"sgc_coral-gemma,sgc_coral-openai10,sgc_coral-openai10o1","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,37,41,21,15,21,10,25,47
"sgc_coral-gemini,sgc_coral-geminipro,sgc_coral-geminipro10","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,36,44,20,12,22,13,26,44
"sgc_coral-anthropic37,sgc_coral-gemini10,sgc_coral-geminipro","7,4,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.3805309734513274,0.2908336209275553,0.4766535155216661,113,43,21,21,5,3,37,22,41,67
"sgc_coral-gemini25,sgc_coral-openai45,sgc_coral-openai4510","2,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,27,37,11,10,31,15,35,51
"sgc_coral-gemini25,sgc_coral-gemma,sgc_coral-openaio1","2,1,2",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,22,32,6,3,36,22,40,56
"sgc_coral-gemini,sgc_coral-geminipro,sgc_coral-openai10","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.5752212389380531,0.4787054077974483,0.6676956871258655,113,65,39,49,23,9,19,16,23,39
"sgc_coral-anthropic,sgc_coral-anthropic37,sgc_coral-openai10o1","1,7,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,30,31,14,8,28,17,32,57
"sgc_coral-gemini,sgc_coral-gemini10,sgc_coral-openai45","1,4,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,28,40,12,10,30,15,34,48
"sgc_coral-gemini,sgc_coral-gemini10,sgc_coral-geminipro10","1,4,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.40707964601769914,0.3156259583771482,0.5035273529945195,113,46,27,29,11,8,31,17,35,59
"sgc_coral-gemini,sgc_coral-geminipro10,sgc_coral-gemma","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,36,43,20,12,22,13,26,45
"sgc_coral-openai10,sgc_coral-openai10o1,sgc_coral-openai45","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,36,48,20,16,22,9,26,40
"sgc_coral-geminipro10,sgc_coral-openai10o1,sgc_coral-openai45","1,1,1",0.5576923076923077,0.4569722043865908,0.6550412354355004,104,58,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,34,46,18,15,24,10,28,42
"sgc_coral-geminipro,sgc_coral-openai10,sgc_coral-openai10o1","1,1,1",0.5480769230769231,0.4474460291380616,0.6458988384607541,104,57,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,39,42,24,10,18,15,23,46
"sgc_coral-anthropic37,sgc_coral-gemini10,sgc_coral-gemma","7,4,1",0.5480769230769231,0.4474460291380616,0.6458988384607541,104,57,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,20,27,5,4,37,21,42,61
"sgc_coral-anthropic10,sgc_coral-openai10o1,sgc_coral-openaio1","4,1,2",0.5480769230769231,0.4474460291380616,0.6458988384607541,104,57,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,22,38,7,5,35,20,40,50
"sgc_coral-geminipro,sgc_coral-gemma,sgc_coral-openailong","1,1,3",0.5480769230769231,0.4474460291380616,0.6458988384607541,104,57,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,35,45,20,8,22,17,27,43
