models,model_rounds,validation_accuracy,validation_lower_bound,validation_upper_bound,validation_total,validation_correct,test_accuracy,test_lower_bound,test_upper_bound,test_total,test_correct,validation_TP,test_TP,validation_FP,test_FP,validation_TN,test_TN,validation_FN,test_FN
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai45,wisconsin_exoplanets-openailong","6,4,4",0.96,0.8628623743960326,0.9951185665738356,50,48,0.8421052631578947,0.7213173699312707,0.9251688307994875,57,48,12,21,1,1,36,27,1,8
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10,wisconsin_exoplanets-openai45","6,5,4",0.96,0.8628623743960326,0.9951185665738356,50,48,0.8421052631578947,0.7213173699312707,0.9251688307994875,57,48,12,21,1,1,36,27,1,8
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10,wisconsin_exoplanets-openailong","6,5,4",0.96,0.8628623743960326,0.9951185665738356,50,48,0.8421052631578947,0.7213173699312707,0.9251688307994875,57,48,12,21,1,1,36,27,1,8
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openaio1,wisconsin_exoplanets-qwq","6,2,1",0.96,0.8628623743960326,0.9951185665738356,50,48,0.7894736842105263,0.6611299420734731,0.8862097756836405,57,45,12,19,1,2,36,26,1,10
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openaio1,wisconsin_exoplanets-phi","6,2,1",0.96,0.8628623743960326,0.9951185665738356,50,48,0.8245614035087719,0.7009423405431865,0.9125267711897262,57,47,12,20,1,1,36,27,1,9
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-qwq","6,2,1",0.96,0.8628623743960326,0.9951185665738356,50,48,0.8421052631578947,0.7213173699312707,0.9251688307994875,57,48,12,21,1,1,36,27,1,8
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10o1,wisconsin_exoplanets-openailong","6,5,4",0.96,0.8628623743960326,0.9951185665738356,50,48,0.8421052631578947,0.7213173699312707,0.9251688307994875,57,48,12,21,1,1,36,27,1,8
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-openaio1","6,2,2",0.96,0.8628623743960326,0.9951185665738356,50,48,0.8245614035087719,0.7009423405431865,0.9125267711897262,57,47,12,20,1,1,36,27,1,9
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10o1,wisconsin_exoplanets-openai45","6,5,4",0.96,0.8628623743960326,0.9951185665738356,50,48,0.8245614035087719,0.7009423405431865,0.9125267711897262,57,47,12,21,1,2,36,26,1,8
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-geminipro10,wisconsin_exoplanets-openaio1","2,3,2",0.9523809523809523,0.8670815992518494,0.9900700488492667,63,60,0.7121212121212122,0.5874932401392494,0.816959774581892,66,47,19,16,0,3,41,31,3,16
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-openaio1","2,2,2",0.9523809523809523,0.8670815992518494,0.9900700488492667,63,60,0.8484848484848485,0.7389589287110891,0.9248753700606944,66,56,20,26,1,4,40,30,2,6
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-geminipro,wisconsin_exoplanets-openaio1","2,2,2",0.9523809523809523,0.8670815992518494,0.9900700488492667,63,60,0.7121212121212122,0.5874932401392494,0.816959774581892,66,47,19,16,0,3,41,31,3,16
"wisconsin_exoplanets-anthropic,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-deepseek","2,5,1",0.9523809523809523,0.8670815992518494,0.9900700488492667,63,60,0.8333333333333334,0.7213265468376222,0.9137520659512851,66,55,22,27,3,6,38,28,0,5
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-deepseek","2,5,1",0.9523809523809523,0.8670815992518494,0.9900700488492667,63,60,0.8484848484848485,0.7389589287110891,0.9248753700606944,66,56,21,30,2,8,39,26,1,2
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10,wisconsin_exoplanets-openai10o1","6,5,5",0.94,0.8345180533962271,0.9874514121646659,50,47,0.8421052631578947,0.7213173699312707,0.9251688307994875,57,48,12,21,2,1,35,27,1,8
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-openailong","6,2,4",0.94,0.8345180533962271,0.9874514121646659,50,47,0.8596491228070176,0.7420546161318784,0.937405109882715,57,49,12,22,2,1,35,27,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai45,wisconsin_exoplanets-openai4510","6,4,2",0.94,0.8345180533962271,0.9874514121646659,50,47,0.8421052631578947,0.7213173699312707,0.9251688307994875,57,48,12,22,2,2,35,26,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10o1,wisconsin_exoplanets-openaio1","6,5,2",0.94,0.8345180533962271,0.9874514121646659,50,47,0.8070175438596491,0.6808902137314417,0.8995277714022677,57,46,12,21,2,3,35,25,1,8
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10o1,wisconsin_exoplanets-openai4510","6,5,2",0.94,0.8345180533962271,0.9874514121646659,50,47,0.8421052631578947,0.7213173699312707,0.9251688307994875,57,48,12,21,2,1,35,27,1,8
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-llama","2,5,2",0.9365079365079365,0.8453393226046225,0.9824312067366454,63,59,0.7121212121212122,0.5874932401392494,0.816959774581892,66,47,21,28,3,15,38,19,1,4
"wisconsin_exoplanets-anthropic,wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710","2,2,5",0.9365079365079365,0.8453393226046225,0.9824312067366454,63,59,0.8484848484848485,0.7389589287110891,0.9248753700606944,66,56,22,28,4,6,37,28,0,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-openaio1","2,2,2",0.9365079365079365,0.8453393226046225,0.9824312067366454,63,59,0.7121212121212122,0.5874932401392494,0.816959774581892,66,47,18,16,0,3,41,31,4,16
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openai","2,5,6",0.9365079365079365,0.8453393226046225,0.9824312067366454,63,59,0.7424242424242424,0.6199387593265298,0.8422336207426879,66,49,22,29,4,14,37,20,0,3
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-openaio1","5,2,2",0.9365079365079365,0.8453393226046225,0.9824312067366454,63,59,0.8636363636363636,0.7568586684861609,0.9357018153567447,66,57,19,26,1,3,40,31,3,6
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-gemini,wisconsin_exoplanets-openai4510","2,7,2",0.9365079365079365,0.8453393226046225,0.9824312067366454,63,59,0.7878787878787878,0.6697885403521799,0.8788980677448571,66,52,19,23,1,5,40,29,3,9
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-gemini","2,5,7",0.9365079365079365,0.8453393226046225,0.9824312067366454,63,59,0.8333333333333334,0.7213265468376222,0.9137520659512851,66,55,21,29,3,8,38,26,1,3
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openaio1","2,5,2",0.9365079365079365,0.8453393226046225,0.9824312067366454,63,59,0.8181818181818182,0.7039345441700697,0.9023647979841516,66,54,21,28,3,8,38,26,1,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-gemini,wisconsin_exoplanets-openaio1","2,7,2",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.6818181818181818,0.5556078292305275,0.7911016327585585,66,45,20,21,3,10,38,24,2,11
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai45,wisconsin_exoplanets-openailong","2,4,4",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.7424242424242424,0.6199387593265298,0.8422336207426879,66,49,21,28,4,13,37,21,1,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai45,wisconsin_exoplanets-openai4510","2,4,2",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,28,4,12,37,22,1,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-openai","2,2,6",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.7878787878787878,0.6697885403521799,0.8788980677448571,66,52,21,28,4,10,37,24,1,4
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openai,wisconsin_exoplanets-openai4510","5,6,2",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.8333333333333334,0.7213265468376222,0.9137520659512851,66,55,19,28,2,7,39,27,3,4
"wisconsin_exoplanets-anthropic,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openai4510","2,5,2",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.8939393939393939,0.793606517867613,0.9562815509014071,66,59,19,28,2,3,39,31,3,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-geminipro,wisconsin_exoplanets-openai45","2,2,4",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.7424242424242424,0.6199387593265298,0.8422336207426879,66,49,22,28,5,13,36,21,0,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-openai45","2,2,4",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,28,4,12,37,22,1,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-geminipro,wisconsin_exoplanets-openai","2,2,6",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.7727272727272727,0.6530018980228203,0.8668572164845951,66,51,22,28,5,11,36,23,0,4
"wisconsin_exoplanets-anthropic,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-openaio1","2,2,2",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.8333333333333334,0.7213265468376222,0.9137520659512851,66,55,19,24,2,3,39,31,3,8
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-llamaphi","2,5,1",0.9206349206349206,0.8244240502751521,0.9737276593559724,63,58,0.7272727272727273,0.6036427957562946,0.8296733838204806,66,48,22,30,5,16,36,18,0,2
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai45,wisconsin_exoplanets-openaio1","6,4,2",0.92,0.8076572164040372,0.9777720363450703,50,46,0.8070175438596491,0.6808902137314417,0.8995277714022677,57,46,12,22,3,4,34,24,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-phi,wisconsin_exoplanets-qwq","6,1,1",0.92,0.8076572164040372,0.9777720363450703,50,46,0.8245614035087719,0.7009423405431865,0.9125267711897262,57,47,12,21,3,2,34,26,1,8
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10,wisconsin_exoplanets-openai4510","6,5,2",0.92,0.8076572164040372,0.9777720363450703,50,46,0.8596491228070176,0.7420546161318784,0.937405109882715,57,49,12,22,3,1,34,27,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openailong,wisconsin_exoplanets-openaio1","6,4,2",0.92,0.8076572164040372,0.9777720363450703,50,46,0.8245614035087719,0.7009423405431865,0.9125267711897262,57,47,12,22,3,3,34,25,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-phi","6,2,1",0.92,0.8076572164040372,0.9777720363450703,50,46,0.8421052631578947,0.7213173699312707,0.9251688307994875,57,48,11,21,2,1,35,27,2,8
"wisconsin_exoplanets-openai10,wisconsin_exoplanets-openailong,wisconsin_exoplanets-openaio1","5,4,2",0.9056603773584906,0.7934146749949895,0.9686531942713469,53,48,0.8714285714285714,0.7699116098309631,0.9394866858096107,70,61,18,21,1,6,30,40,4,3
"wisconsin_exoplanets-openai10,wisconsin_exoplanets-openailong,wisconsin_exoplanets-phi","5,4,1",0.9056603773584906,0.7934146749949895,0.9686531942713469,53,48,0.8714285714285714,0.7699116098309631,0.9394866858096107,70,61,18,21,1,6,30,40,4,3
"wisconsin_exoplanets-openai10,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-openailong","5,2,4",0.9056603773584906,0.7934146749949895,0.9686531942713469,53,48,0.8714285714285714,0.7699116098309631,0.9394866858096107,70,61,18,21,1,6,30,40,4,3
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-openailong","5,2,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8181818181818182,0.7039345441700697,0.9023647979841516,66,54,18,28,2,8,39,26,4,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-geminipro10,wisconsin_exoplanets-openai45","2,3,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7424242424242424,0.6199387593265298,0.8422336207426879,66,49,22,28,6,13,35,21,0,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-llamaphi,wisconsin_exoplanets-openai","2,1,6",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,28,5,12,36,22,1,4
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-openai45","5,2,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8333333333333334,0.7213265468376222,0.9137520659512851,66,55,18,28,2,7,39,27,4,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-llama,wisconsin_exoplanets-openai4510","2,2,2",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7121212121212122,0.5874932401392494,0.816959774581892,66,47,17,21,1,8,40,26,5,11
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai10,wisconsin_exoplanets-openai45","2,5,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,29,5,13,36,21,1,3
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-openailong","2,2,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7424242424242424,0.6199387593265298,0.8422336207426879,66,49,20,28,4,13,37,21,2,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai,wisconsin_exoplanets-openailong","2,6,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,29,5,13,36,21,1,3
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-geminipro10,wisconsin_exoplanets-openai","2,3,6",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7727272727272727,0.6530018980228203,0.8668572164845951,66,51,22,28,6,11,35,23,0,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai,wisconsin_exoplanets-openai4510","2,6,2",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.803030303030303,0.6867611541519056,0.8907397343822825,66,53,21,29,5,10,36,24,1,3
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-llamaphi,wisconsin_exoplanets-openai","5,1,6",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8636363636363636,0.7568586684861609,0.9357018153567447,66,57,18,29,2,6,39,28,4,3
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-llamaphi,wisconsin_exoplanets-openai10","2,1,5",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7727272727272727,0.6530018980228203,0.8668572164845951,66,51,21,30,5,13,36,21,1,2
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-llamaphi,wisconsin_exoplanets-openai10o1","2,1,5",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7727272727272727,0.6530018980228203,0.8668572164845951,66,51,21,30,5,13,36,21,1,2
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10o1","2,6,5",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,29,5,13,36,21,1,3
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10","2,6,5",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,29,5,13,36,21,1,3
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-geminipro,wisconsin_exoplanets-openailong","2,2,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7272727272727273,0.6036427957562946,0.8296733838204806,66,48,21,28,5,14,36,20,1,4
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-llamaphi","5,2,1",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8484848484848485,0.7389589287110891,0.9248753700606944,66,56,18,28,2,6,39,28,4,4
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-llamaphi,wisconsin_exoplanets-openai4510","5,1,2",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8484848484848485,0.7389589287110891,0.9248753700606944,66,56,19,29,3,7,38,27,3,3
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-llamaphi,wisconsin_exoplanets-openailong","2,1,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7727272727272727,0.6530018980228203,0.8668572164845951,66,51,21,30,5,13,36,21,1,2
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-llamaphi,wisconsin_exoplanets-openai4510","2,1,2",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7727272727272727,0.6530018980228203,0.8668572164845951,66,51,21,29,5,12,36,22,1,3
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-openai","5,2,6",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8333333333333334,0.7213265468376222,0.9137520659512851,66,55,18,27,2,6,39,28,4,5
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-llamaphi","2,2,1",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,28,5,12,36,22,1,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-openailong","2,2,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7424242424242424,0.6199387593265298,0.8422336207426879,66,49,20,28,4,13,37,21,2,4
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openai4510,wisconsin_exoplanets-openailong","5,2,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8333333333333334,0.7213265468376222,0.9137520659512851,66,55,19,30,3,9,38,25,3,2
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai10o1,wisconsin_exoplanets-openailong","2,5,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,29,5,13,36,21,1,3
"wisconsin_exoplanets-anthropic,wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai4510","2,2,2",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8787878787878788,0.7750598442768422,0.9461891381581342,66,58,21,28,5,4,36,30,1,4
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-deepseek,wisconsin_exoplanets-gemini","2,1,7",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,19,24,3,8,38,26,3,8
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-qwq","2,5,1",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7878787878787878,0.6697885403521799,0.8788980677448571,66,52,19,27,3,9,38,25,3,5
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openaio1,wisconsin_exoplanets-phi","2,2,1",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7272727272727273,0.6036427957562946,0.8296733838204806,66,48,21,24,5,10,36,24,1,8
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openai45","2,5,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7121212121212122,0.5874932401392494,0.816959774581892,66,47,22,30,6,17,35,17,0,2
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openai10o1","2,5,5",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7424242424242424,0.6199387593265298,0.8422336207426879,66,49,22,31,6,16,35,18,0,1
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-geminipro","2,5,2",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8484848484848485,0.7389589287110891,0.9248753700606944,66,56,18,26,2,4,39,30,4,6
"wisconsin_exoplanets-anthropic,wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-deepseek","2,2,1",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.803030303030303,0.6867611541519056,0.8907397343822825,66,53,21,27,5,8,36,26,1,5
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-geminipro10","2,5,3",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8484848484848485,0.7389589287110891,0.9248753700606944,66,56,18,26,2,4,39,30,4,6
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openai45,wisconsin_exoplanets-openailong","5,4,4",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8181818181818182,0.7039345441700697,0.9023647979841516,66,54,18,28,2,8,39,26,4,4
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-openai45,wisconsin_exoplanets-openai4510","5,4,2",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.8484848484848485,0.7389589287110891,0.9248753700606944,66,56,19,30,3,8,38,26,3,2
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-deepseek,wisconsin_exoplanets-openaio1","2,1,2",0.9047619047619048,0.804143979441893,0.964240988134667,63,57,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,21,25,5,9,36,25,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai45,wisconsin_exoplanets-qwq","6,4,1",0.9,0.7818646335657977,0.9667249064109775,50,45,0.8070175438596491,0.6808902137314417,0.8995277714022677,57,46,12,22,4,4,33,24,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openailong,wisconsin_exoplanets-phi","6,4,1",0.9,0.7818646335657977,0.9667249064109775,50,45,0.8245614035087719,0.7009423405431865,0.9125267711897262,57,47,12,22,4,3,33,25,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openailong,wisconsin_exoplanets-qwq","6,4,1",0.9,0.7818646335657977,0.9667249064109775,50,45,0.8245614035087719,0.7009423405431865,0.9125267711897262,57,47,12,22,4,3,33,25,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai45,wisconsin_exoplanets-phi","6,4,1",0.9,0.7818646335657977,0.9667249064109775,50,45,0.8070175438596491,0.6808902137314417,0.8995277714022677,57,46,12,22,4,4,33,24,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10o1,wisconsin_exoplanets-qwq","6,5,1",0.9,0.7818646335657977,0.9667249064109775,50,45,0.8070175438596491,0.6808902137314417,0.8995277714022677,57,46,12,21,4,3,33,25,1,8
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10,wisconsin_exoplanets-openaio1","6,5,2",0.9,0.7818646335657977,0.9667249064109775,50,45,0.8245614035087719,0.7009423405431865,0.9125267711897262,57,47,12,22,4,3,33,25,1,7
"wisconsin_exoplanets-openai,wisconsin_exoplanets-openai10o1,wisconsin_exoplanets-phi","6,5,1",0.9,0.7818646335657977,0.9667249064109775,50,45,0.8070175438596491,0.6808902137314417,0.8995277714022677,57,46,12,21,4,3,33,25,1,8
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-geminipro,wisconsin_exoplanets-openai45","5,2,4",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.8181818181818182,0.7039345441700697,0.9023647979841516,66,54,18,28,3,8,38,26,4,4
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-geminipro10,wisconsin_exoplanets-openaio1","5,3,2",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.7424242424242424,0.6199387593265298,0.8422336207426879,66,49,16,18,1,3,40,31,6,14
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-gemini,wisconsin_exoplanets-openaio1","5,7,2",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.696969696969697,0.5714834854226349,0.8041003533935258,66,46,18,20,3,8,38,26,4,12
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-deepseek,wisconsin_exoplanets-gemini","5,1,7",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.7121212121212122,0.5874932401392494,0.816959774581892,66,47,19,21,4,8,37,26,3,11
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-llama,wisconsin_exoplanets-openaio1","2,2,2",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.7121212121212122,0.5874932401392494,0.816959774581892,66,47,21,26,6,13,35,21,1,6
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai10,wisconsin_exoplanets-openai4510","2,5,2",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,20,29,5,13,36,21,2,3
"wisconsin_exoplanets-anthropic,wisconsin_exoplanets-gemini,wisconsin_exoplanets-openai4510","2,7,2",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.8181818181818182,0.7039345441700697,0.9023647979841516,66,54,17,21,2,1,39,33,5,11
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-openaio1","5,2,2",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.7424242424242424,0.6199387593265298,0.8422336207426879,66,49,16,18,1,3,40,31,6,14
"wisconsin_exoplanets-anthropic,wisconsin_exoplanets-openaio1,wisconsin_exoplanets-phi","2,2,1",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.7878787878787878,0.6697885403521799,0.8788980677448571,66,52,20,23,5,5,36,29,2,9
"wisconsin_exoplanets-anthropic3710,wisconsin_exoplanets-gemini,wisconsin_exoplanets-openai4510","5,7,2",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.8181818181818182,0.7039345441700697,0.9023647979841516,66,54,16,24,1,4,40,30,6,8
"wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-openai10,wisconsin_exoplanets-openai10o1","2,5,5",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.7575757575757576,0.6363888076622838,0.8546316735018541,66,50,20,29,5,13,36,21,2,3
"wisconsin_exoplanets-anthropic,wisconsin_exoplanets-gemini10,wisconsin_exoplanets-openaio1","2,2,2",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.7121212121212122,0.5874932401392494,0.816959774581892,66,47,17,16,2,3,39,31,5,16
"wisconsin_exoplanets-anthropic10,wisconsin_exoplanets-anthropic37,wisconsin_exoplanets-anthropic3710","1,2,5",0.8888888888888888,0.784375751297472,0.9541433762831293,63,56,0.7878787878787878,0.6697885403521799,0.8788980677448571,66,52,18,29,3,11,38,23,4,3
